id,name,productCount,marketId,marketProvider,categoryUrl
b23779b5-4925-4ed4-95e8-ce755f1cc499,Dodaj za 1 zł!,161,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,https://home.biedronka.pl/%F0%9F%94%A5-promocje-%F0%9F%94%A5-dodaj-za-1-zl%21/
a8660364-bab9-4540-a13a-99acb939096b,Powr&oacute;t bestseller&oacute;w aż do -50%,155,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,https://home.biedronka.pl/promocje-powrot-bestsellerow-az-do--50%25/
3c2390e9-0068-45a8-ba45-f45ecbb6c2cc,Kuchnia,142,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,https://home.biedronka.pl/%F0%9F%94%A5-promocje-%F0%9F%94%A5-kuchnia/
5d1c3f5a-c521-426e-b4d6-94b2f7188f42,Dom,212,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,https://home.biedronka.pl/%F0%9F%94%A5-promocje-%F0%9F%94%A5-dom/
89a29ac0-0368-4f24-8f0b-5812ca5f3a52," Mięso, Drób, Wędliny ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=01_Mięso__Drób__Wędliny.html
8de1bb37-0a9e-42a3-a012-00cc4d8672ff," Tekstylia, Artykuły samochodowe, Artykuły sezonowe, Zabawki ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=12_Tekstylia__Artykuły_samochodowe__Artykuły_sezonowe__Zabawki.html
4d004135-d6a5-481c-bad5-ee19ee9694be," Napoje ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=08_Napoje.html
718320bc-e9c2-4481-aa6d-282f35984f1d," Owoce, Warzywa, Rośliny ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=02_Owoce__Warzywa__Rośliny.html
2146936e-4d84-4259-afc8-295a55ab411f," Nabiał ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=03_Nabiał.html
b6a5d5b6-0551-4be8-8b03-b391d32fea90," Świeże ryby ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=01a_Świeże_ryby.html
1d1bef0e-52f0-4da3-9f3c-cf623c5fed68," Artykuły dla dzieci ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=13_Artykuły_dla_dzieci.html
073942c4-e483-4916-bf53-581b389232ab," Artykuły elektro, Biuro, Media ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=10_Artykuły_elektro__Biuro__Media.html
422f4a56-c478-4406-ae58-080b3d277371," Kawa, Herbata, Słodycze, Przekąski ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=07_Kawa__Herbata__Słodycze__Przekąski.html
6bd0e3d7-b285-4d7a-92ca-c5a9fd39e6a9," Mrożonki ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=04_Mrożonki.html
5baaf8fe-3762-445d-bb16-ffa63c288c33," Kosmetyki, Chemia ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=09_Kosmetyki__Chemia.html
8d4124dc-ca6b-4eb5-b77a-e1737b739b2c," ABC każdej kuchni ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=06_ABC_każdej_kuchni.html
50f5f398-0d16-4744-8e6d-681d643eb46a," Garmażeria, Konserwy ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=05_Garmażeria__Konserwy.html
23b7d254-689c-49db-8288-e51af016a3ff," Artykuły AGD ",0,d78b8214-19ec-4a98-97c4-0b9cfbf341a0,Kaufland,https://www.kaufland.pl/oferta/aktualny-tydzien/przeglad.category=11_Artykuły_AGD.html
a32e0324-8d56-4cc2-aed9-4e648e14101d,Kategorie online,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/c/kategorie-online/s10013468
02c39aa5-e0c9-4249-9bfb-bef4986962bd,Uroda i zdrowie,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/uroda-i-zdrowie/h10000999
e154d832-27c4-4ba6-8d25-2c66cd694cef,Dom,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/dom/h10000996
b0ed9f8e-bc03-42f5-b1fc-c45c59c403b1,Warsztat i auto,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/warsztat-i-auto/h10000994
5c77cf4d-cb13-4c61-b2b6-c966218fec0d,Kuchnia,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/kuchnia/h10000997
c702a79d-b51f-4706-b205-38c44862c515,Dziecko,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/dziecko/h10000995
80cf6508-54d6-45a4-b610-fa183162dec1,Promocje,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/q/query/wyprzedaz
97be4a6b-4e92-4754-86a0-2cd3ac1ea45c,Moda,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/moda/h10000967
e3e47f89-a282-43e4-b3a4-4db218fc063c,Ogród i balkon,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/ogrod-i-balkon/h10001000
3940940b-8c91-4b88-b7a5-d33df4ab8202,🏄‍♂️ Lato,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/c/lato/s10019783
430c618d-9f53-4b3f-a610-4b6379be06f0,Sport i wypoczynek,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/h/sport-i-wypoczynek/h10000998
640c4cea-4350-4fba-a796-cd9744953c79,Stała oferta,0,21962942-db00-4bd2-b5fc-3dda13a61b49,Lidl,https://www.lidl.pl/q/query/stala-oferta
